Acad_ID,Stud-Sch,Stud-ID,Entry_yr,Acad-Yr-G11-EC,Acad-Yr-G11,Cycle,Grade-Section-G11,Study-Area,Tig-Sem1-G11,Amh-Sem1-G11,Eng-Sem1-G11,Math-Sem1-G11,Bio-Sem1-G11,Chem-Sem1-G11,Phy-Sem1-G11,Civic-Sem1-G11,IT-Sem1-G11,Tech-Dr-Sem1-G11,Geo-Sem1-G11,His-Sem1-G11,Eco-Sem1-G11,Buss-Sem1-G11,Phy-Edu-Sem1-G11,Conduct-Sem1-G11,Tig-Sem2-G11,Amh-Sem2-G11,Eng-Sem2-G11,Math-Sem2-G11,Bio-Sem2-G11,Chem-Sem2-G11,Phy-Sem2-G11,Civic-Sem2-G11,IT-Sem2-G11,Tech-Dr-Sem2-G11,Geo-Sem2-G11,His-Sem2-G11,Eco-Sem2-G11,Buss-Sem2-G11,Phy-Edu-Sem2-G11,Conduct-Sem2-G11,Acad-Yr-G12,Acad-Yr-G12-EC,Grade-Section-G12,Tig-Sem1-G12,Amh-Sem1-G12,Eng-Sem1-G12,Math-Sem1-G12,Bio-Sem1-G12,Chem-Sem1-G12,Phy-Sem1-G12,Civic-Sem1-G12,IT-Sem1-G12,Tech-Dr-Sem1-G12,Geo-Sem1-G12,His-Sem1-G12,Eco-Sem1-G12,Buss-Sem1-G12,Phy-Edu-Sem1-G12,Conduct-Sem1-G12,Tig-Sem2-G12,Amh-Sem2-G12,Eng-Sem2-G12,Math-Sem2-G12,Bio-Sem2-G12,Chem-Sem2-G12,Phy-Sem2-G12,Civic-Sem2-G12,IT-Sem2-G12,Tech-Dr-Sem2-G12,Geo-Sem2-G12,His-Sem2-G12,Eco-Sem2-G12,Buss-Sem2-G12,Phy-Edu-Sem2-G12,Conduct-Sem2-G12,Amharic-ESLCE,English-ESLCE,Maths-ESLCE,Aptitude-ESLCE,Physics-ESLCE,Chemistry-ESLCE,Bilology-ESLCE,Civics-ESLCE,Geography-ESLCE,History -ESLCE,Econ-ESLCE,Tigrigna -ESLCE,ESLCE-Cumm,ESLCE-CummOf7,Status-G12-ESLCE
353,Masho,12E6/2004,,2003,9/14/10 00:00,,11E,SOCIAL SCIENCE,,40,47,45,,,,75,58,,38,44,61,46,62,A,,71,76,64,,,,64,70,,89,61,74,71,70,A,9/14/11 00:00,2004,12E,,31,52,59,,,,56,68,,74,56,77,72,71,A,,65,49,61,,,,83,73,,80,58,65,72,86,A,,,,,,,,,,,,,,,
354,Masho,12E27/2004,,2003,9/14/10 00:00,,11E,SOCIAL SCIENCE,,56,54,43,,,,69,55,,65,39,57,57,79,A,,57,60,59,,,,81,74,,79,71,69,76,65,A,9/14/11 00:00,2004,12E,,51,58,51,,,,73,68,,76,68,81,70,79,A,,74,73,53,,,,84,86,,88,75,77,85,93,A,,,,,,,,,,,,,,,
355,Masho,12E7/2004,,2003,9/14/10 00:00,,11E,SOCIAL SCIENCE,,78,71,50,,,,78,58,,82,83,72,60,94,A,,85,75,72,,,,74,83,,96,86,74,84,87,A,9/14/11 00:00,2004,12E,,71,77,61,,,,85,69,,95,97,87,83,89,A,,85,78,66,,,,90,93,,94,84,90,93,95,A,,,,,,,,,,,,,,,
356,Masho,12E8/2004,,2003,9/14/10 00:00,,11E,SOCIAL SCIENCE,,75,66,48,,,,85,69,,83,81,60,63,83,A,,84,67,59,,,,74,86,,93,81,71,83,95,A,9/14/11 00:00,2004,12E,,56,59,51,,,,72,69,,85,90,92,77,89,A,,78,68,65,,,,82,92,,93,85,80,84,94,A,,,,,,,,,,,,,,,
357,Masho,12E12/2004,,2003,9/14/10 00:00,,11E,SOCIAL SCIENCE,,73,60,49,,,,75,61,,64,47,56,68,69,A,,79,77,71,,,,82,72,,83,79,83,69,77,A,9/14/11 00:00,2004,12E,,72,61,50,,,,52,75,,69,43,84,76,93,A,,71,63,56,,,,72,88,,75,57,63,75,96,A,,,,,,,,,,,,,,,
346,Masho,12D42/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,68,,47,57,56,38,46,62,33,41,,,,,68,A,94,,90,77,90,73,75,70,74,58,,,,,73,A,9/14/11 00:00,2004,12D,70,,64,40,77,54,77,67,74,54,,,,,87,A,74,,74,68,92,84,50,81,85,57,,,,,83,A,,,,,,,,,,,,,,,
326,Masho,12D6/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,62,,51,47,81,66,54,77,46,56,,,,,75,A,80,,61,71,72,54,61,68,77,58,,,,,80,A,9/14/11 00:00,2004,12D,75,,47,35,84,56,81,51,62,50,,,,,76,A,64,,57,77,72,70,64,68,77,65,,,,,78,A,,,,,,,,,,,,,,,
268,Masho,12C8/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,77,72,94,86,94,73,85,79,81,,,,,85,A,,84,74,97,92,88,73,82,91,71,,,,,85,A,9/14/11 00:00,2004,12C,,79,74,91,90,84,81,83,79,66,,,,,95,A,,72,73,88,86,92,76,72,93,61,,,,,94,,,,,,,,,,,,,,,,
316,Masho,12D32/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,74,,71,64,84,78,64,80,68,90,,,,,89,A,94,,79,65,74,67,54,79,81,85,,,,,89,A,9/14/11 00:00,2004,12D,84,,71,52,82,89,75,80,92,79,,,,,82,A,86,,71,68,77,75,74,82,93,66,,,,,93,A,,,,,,,,,,,,,,,
317,Masho,12D33/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,68,,54,51,75,59,61,76,48,63,,,,,78,A,85,,60,60,68,74,59,78,80,63,,,,,69,A,9/14/11 00:00,2004,12D,82,,48,46,81,58,63,74,74,70,,,,,88,A,83,,61,73,70,74,66,68,92,62,,,,,92,A,,,,,,,,,,,,,,,
318,Masho,12D34/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,71,,68,54,75,68,52,77,50,71,,,,,85,A,88,,71,64,75,80,62,80,75,69,,,,,73,A,9/14/11 00:00,2004,12D,78,,67,43,90,50,61,59,77,55,,,,,96,A,66,,72,79,79,61,65,80,78,53,,,,,80,A,,,,,,,,,,,,,,,
319,Masho,12D24/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,69,,64,70,72,73,65,75,68,79,,,,,81,A,90,,64,86,81,74,64,83,79,59,,,,,73,A,9/14/11 00:00,2004,12D,76,,60,63,75,69,71,60,84,64,,,,,82,A,56,,61,57,74,84,70,71,83,50,,,,,85,A,,,,,,,,,,,,,,,
320,Masho,12D8/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,69,,53,56,61,65,57,81,54,61,,,,,81,A,87,,60,66,75,58,77,67,73,62,,,,,82,A,9/14/11 00:00,2004,12D,86,,53,70,79,58,73,69,68,50,,,,,81,A,77,,60,58,78,63,62,79,56,50,,,,,90,A,,,,,,,,,,,,,,,
321,Masho,12D26/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,78,,83,52,88,78,65,91,87,58,,,,,82,A,94,,78,88,92,80,72,81,85,87,,,,,82,A,9/14/11 00:00,2004,12D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Masho,12D2/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,70,,45,37,48,65,50,73,48,45,,,,,75,A,84,,71,63,58,65,50,70,74,61,,,,,73,A,9/14/11 00:00,2004,12D,70,,55,58,71,57,67,56,62,52,,,,,76,A,63,,58,65,68,65,62,66,75,62,,,,,80,A,,,,,,,,,,,,,,,
323,Masho,12D3/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,54,,60,69,79,74,61,90,50,53,,,,,81,A,82,,61,66,87,75,68,72,75,54,,,,,89,A,9/14/11 00:00,2004,12D,69,,73,51,72,59,71,72,62,50,,,,,83,A,58,,62,74,82,67,61,72,82,69,,,,,79,A,,,,,,,,,,,,,,,
337,Masho,12D45/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,64,,61,66,74,71,57,69,86,87,,,,,85,A,75,,58,66,83,68,56,74,80,52,,,,,82,A,9/14/11 00:00,2004,12D,83,,60,51,95,57,73,81,85,60,,,,,91,A,70,,60,78,81,74,60,79,93,59,,,,,92,A,,,,,,,,,,,,,,,
325,Masho,12D5/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,67,,61,66,73,70,56,85,62,80,,,,,86,A,90,,70,75,79,64,72,71,78,83,,,,,88,A,9/14/11 00:00,2004,12D,84,,69,58,79,74,78,76,84,75,,,,,93,A,73,,64,67,80,75,65,72,77,84,,,,,99,A,,,,,,,,,,,,,,,
336,Masho,12D1/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,54,,55,55,55,62,56,84,51,60,,,,,83,A,80,,61,68,56,72,59,71,73,52,,,,,93,A,9/14/11 00:00,2004,12D,80,,68,70,67,60,72,54,70,60,,,,,84,A,55,,62,65,74,65,73,79,91,73,,,,,90,A,,,,,,,,,,,,,,,
327,Masho,12D16/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,65,,45,43,51,67,54,82,45,55,,,,,79,A,82,,65,66,77,66,49,66,73,60,,,,,76,A,9/14/11 00:00,2004,12D,70,,51,49,41,53,49,50,78,65,,,,,88,A,69,,65,66,66,64,62,67,82,65,,,,,85,A,,,,,,,,,,,,,,,
328,Masho,12D7/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,65,,70,66,78,72,57,73,49,79,,,,,83,A,84,,62,86,81,77,66,76,90,89,,,,,86,A,9/14/11 00:00,2004,12D,80,,67,67,84,75,81,68,87,81,,,,,87,A,75,,61,72,78,73,69,68,91,77,,,,,94,A,,,,,,,,,,,,,,,
329,Masho,12D15/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,72,,66,42,78,63,65,76,48,63,,,,,82,A,72,,57,73,84,79,54,74,75,55,,,,,79,A,9/14/11 00:00,2004,12D,81,,63,51,76,64,62,67,75,62,,,,,90,A,69,,65,70,75,66,60,65,88,69,,,,,89,A,,,,,,,,,,,,,,,
330,Masho,12D9/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,70,,64,80,86,78,68,82,68,82,,,,,93,A,92,,61,79,89,79,72,74,90,81,,,,,90,A,9/14/11 00:00,2004,12D,79,,65,71,89,66,76,63,81,71,,,,,88,A,72,,68,75,79,82,68,77,78,65,,,,,97,A,,,,,,,,,,,,,,,
331,Masho,12D10/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,68,,75,67,80,71,65,78,61,68,,,,,82,A,88,,77,92,81,74,61,76,80,81,,,,,80,A,9/14/11 00:00,2004,12D,89,,71,67,83,61,75,71,78,76,,,,,91,A,69,,67,67,80,99,64,80,81,68,,,,,96,A,,,,,,,,,,,,,,,
332,Masho,12D11/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,73,,80,79,83,75,71,78,87,85,,,,,94,A,90,,86,87,95,81,72,90,92,82,,,,,86,A,9/14/11 00:00,2004,12D,90,,71,67,92,65,83,78,65,70,,,,,91,A,75,,67,70,82,77,76,86,95,70,,,,,92,A,,,,,,,,,,,,,,,
333,Masho,12D12/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,72,,62,82,80,80,63,93,58,78,,,,,84,A,88,,81,86,65,73,56,59,80,71,,,,,77,A,9/14/11 00:00,2004,12D,78,,64,63,86,73,69,74,72,67,,,,,94,A,82,,64,76,73,71,64,86,50,50,,,,,93,A,,,,,,,,,,,,,,,
334,Masho,12D13/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,76,,63,77,72,74,62,81,63,65,,,,,82,A,85,,83,87,85,67,71,78,83,82,,,,,81,A,9/14/11 00:00,2004,12D,75,,68,64,76,54,71,59,80,68,,,,,85,A,63,,62,71,71,77,60,72,86,50,,,,,97,A,,,,,,,,,,,,,,,
314,Masho,12D30/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,81,,69,73,77,77,67,78,66,78,,,,,83,A,88,,83,73,84,81,66,70,81,85,,,,,83,A,9/14/11 00:00,2004,12D,87,,62,60,90,70,89,67,85,68,,,,,91,A,75,,68,70,76,79,63,81,96,54,,,,,90,A,,,,,,,,,,,,,,,
324,Masho,12D4/2004,,2003,9/14/10 00:00,,11D,NATURAL SCIENCE,68,,47,51,76,53,50,69,43,59,,,,,87,A,83,,56,65,59,58,50,59,80,51,,,,,72,A,9/14/11 00:00,2004,12D,71,,58,40,57,58,58,59,62,51,,,,,82,A,68,,61,60,71,70,62,65,72,63,,,,,74,A,,,,,,,,,,,,,,,
214,Masho,12B30/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,85,73,90,91,85,80,91,87,80,,,,,88,A,,87,71,91,96,90,76,87,95,85,,,,,96,A,9/14/11 00:00,2004,12B,,80,66,86,92,91,89,73,90,84,,,,,96,A,,77,70,82,94,94,68,88,95,76,,,,,94,A,,,,,,,,,,,,,,,
224,Masho,12B43/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,61,69,66,74,56,62,73,43,60,,,,,58,A,,83,54,75,80,71,38,64,80,78,,,,,90,A,9/14/11 00:00,2004,12B,,54,60,35,50,58,56,50,83,81,,,,,82,A,,61,61,72,72,88,54,54,66,65,,,,,85,A,,,,,,,,,,,,,,,
205,Masho,12B37/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,61,60,32,68,50,50,68,51,68,,,,,84,A,,63,59,70,71,71,50,62,77,62,,,,,81,A,9/14/11 00:00,2004,12B,,71,59,53,61,71,67,54,76,54,,,,,76,A,,64,61,73,74,81,43,62,73,60,,,,,98,A,,,,,,,,,,,,,,,
206,Masho,12B40/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,50,47,50,39,65,50,52,35,50,,,,,63,A,,67,57,50,72,82,50,60,75,50,,,,,66,A,9/14/11 00:00,2004,12B,,50,56,32,50,74,60,44,83,50,,,,,72,A,,67,66,78,74,81,40,67,49,51,,,,,82,A,,,,,,,,,,,,,,,
207,Masho,12B42/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,65,58,59,69,56,50,63,40,57,,,,,63,A,,66,56,60,64,65,50,63,73,61,,,,,79,A,9/14/11 00:00,2004,12B,,58,59,37,45,57,53,49,73,59,,,,,70,A,,54,61,72,68,67,43,70,66,65,,,,,86,A,,,,,,,,,,,,,,,
208,Masho,12B47/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,76,50,48,69,64,50,83,55,78,,,,,82,A,,75,57,60,67,50,50,70,84,77,,,,,84,A,9/14/11 00:00,2004,12B,,68,62,39,64,62,69,60,87,90,,,,,98,A,,74,57,76,63,87,50,77,77,75,,,,,90,A,,,,,,,,,,,,,,,
209,Masho,12B53/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,50,55,43,40,64,52,78,50,59,,,,,63,A,,50,54,67,74,68,53,51,78,55,,,,,68,A,9/14/11 00:00,2004,12B,,51,67,46,63,53,48,58,73,40,,,,,65,A,,60,57,76,60,50,47,67,79,60,,,,,85,A,,,,,,,,,,,,,,,
210,Masho,12B1/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,64,67,86,79,70,70,75,72,63,,,,,74,A,,71,60,86,81,70,61,66,75,50,,,,,79,A,9/14/11 00:00,2004,12B,,52,56,63,74,64,80,54,84,51,,,,,85,,,64,63,63,75,77,60,52,84,62,,,,,87,,,,,,,,,,,,,,,,
211,Masho,12B41/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,74,66,65,75,70,58,79,67,68,,,,,78,A,,81,60,55,83,78,57,67,84,65,,,,,85,A,9/14/11 00:00,2004,12B,,61,65,41,74,81,77,62,73,68,,,,,94,A,,78,70,73,75,78,50,74,78,69,,,,,86,A,,,,,,,,,,,,,,,
202,Masho,12B34/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,81,66,50,72,67,50,87,71,69,,,,,84,A,,83,58,50,88,68,50,68,82,69,,,,,74,A,9/14/11 00:00,2004,12B,,71,60,46,79,75,59,71,74,61,,,,,88,A,,76,62,75,70,87,52,74,81,60,,,,,88,A,,,,,,,,,,,,,,,
213,Masho,12B17/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,81,69,70,82,74,71,79,74,78,,,,,90,A,,81,70,71,83,66,57,77,80,71,,,,,81,A,9/14/11 00:00,2004,12B,,72,54,57,80,79,84,51,90,72,,,,,97,A,,68,63,67,83,78,61,61,79,60,,,,,85,A,,,,,,,,,,,,,,,
201,Masho,12B50/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,71,64,82,87,82,75,89,67,75,,,,,86,A,,75,63,71,89,82,56,80,88,74,,,,,85,A,9/14/11 00:00,2004,12B,,65,63,60,79,66,83,74,89,65,,,,,98,A,,57,57,79,82,84,45,81,69,65,,,,,91,A,,,,,,,,,,,,,,,
215,Masho,12B27/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,68,64,54,73,70,56,77,64,75,,,,,72,B,,65,58,71,74,75,53,74,76,51,,,,,72,A,9/14/11 00:00,2004,12B,,69,71,54,73,71,83,59,78,60,,,,,88,A,,70,64,73,80,87,59,69,79,64,,,,,85,A,,,,,,,,,,,,,,,
216,Masho,12B28/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,67,57,45,73,73,61,79,50,63,,,,,79,B,,68,58,84,82,80,58,72,86,61,,,,,84,A,9/14/11 00:00,2004,12B,,68,61,59,68,69,85,54,87,69,,,,,81,A,,83,64,70,88,87,66,79,73,65,,,,,92,A,,,,,,,,,,,,,,,
217,Masho,12B29/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,76,59,53,78,59,62,82,69,69,,,,,74,A,,72,66,78,83,77,72,78,82,59,,,,,78,A,9/14/11 00:00,2004,12B,,75,70,54,85,59,77,66,73,64,,,,,83,A,,73,69,71,85,81,55,73,83,62,,,,,83,A,,,,,,,,,,,,,,,
218,Masho,12B31/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,83,64,62,76,73,62,86,67,61,,,,,88,A,,80,64,76,80,72,54,71,84,59,,,,,88,A,9/14/11 00:00,2004,12B,,76,68,60,75,60,76,57,89,53,,,,,93,A,,70,62,76,79,96,54,73,83,64,,,,,97,A,,,,,,,,,,,,,,,
219,Masho,12B33/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,68,64,66,75,74,62,70,71,82,,,,,88,A,,69,60,52,74,64,46,51,77,53,,,,,66,A,9/14/11 00:00,2004,12B,,61,58,38,57,50,64,45,89,60,,,,,87,A,,63,65,65,65,74,57,66,82,55,,,,,81,A,,,,,,,,,,,,,,,
220,Masho,12B35/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,51,61,52,63,56,48,52,38,57,,,,,66,A,,77,55,50,69,60,53,57,75,46,,,,,69,A,9/14/11 00:00,2004,12B,,57,67,46,54,58,63,61,84,50,,,,,78,A,,61,61,71,56,69,53,64,77,55,,,,,83,A,,,,,,,,,,,,,,,
222,Masho,12B39/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,86,77,94,85,87,80,88,80,96,,,,,93,A,,83,68,74,81,83,64,82,88,84,,,,,84,A,9/14/11 00:00,2004,12B,,78,70,79,87,78,82,79,95,83,,,,,95,,,61,67,76,69,87,57,68,92,42,,,,,87,A,,,,,,,,,,,,,,,
221,Masho,12B56/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,76,57,75,73,80,58,71,80,76,,,,,88,A,,70,61,79,83,82,55,69,85,80,,,,,90,A,9/14/11 00:00,2004,12B,,74,68,76,79,81,75,62,90,80,,,,,90,A,,69,65,74,78,87,56,64,87,69,,,,,90,A,,,,,,,,,,,,,,,
270,Masho,12C22/2004,,2003,9/14/10 00:00,,11C,NATURAL SCIENCE,,82,79,92,86,85,67,92,82,77,,,,,78,A,,88,77,81,85,76,65,77,74,85,,,,,80,A,9/14/11 00:00,2004,12C,,72,69,68,83,61,80,75,72,58,,,,,93,A,,73,70,63,81,77,61,62,76,52,,,,,98,A,,,,,,,,,,,,,,,
212,Masho,12B16/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,76,68,81,91,83,61,87,82,76,,,,,80,A,,80,72,83,85,87,68,80,89,52,,,,,83,A,9/14/11 00:00,2004,12B,,68,69,52,90,77,81,63,81,65,,,,,92,A,,76,66,64,90,86,59,88,90,60,,,,,83,B,,,,,,,,,,,,,,,
191,Masho,12B15/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,83,74,87,88,86,88,79,83,92,,,,,89,A,,85,77,90,83,91,74,83,84,77,,,,,91,A,9/14/11 00:00,2004,12B,,68,72,50,82,77,89,75,89,72,,,,,90,A,,75,77,72,82,93,65,84,68,66,,,,,96,A,,,,,,,,,,,,,,,
181,Masho,12B13/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,74,66,63,77,72,65,83,63,67,,,,,85,A,,77,67,72,77,75,54,78,80,65,,,,,85,A,9/14/11 00:00,2004,12B,,72,67,49,81,72,79,71,80,61,,,,,93,A,,78,69,56,83,82,52,85,80,61,,,,,91,A,,,,,,,,,,,,,,,
182,Masho,12B11/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,80,79,86,91,90,87,85,86,90,,,,,85,A,,85,77,75,89,89,84,85,89,71,,,,,89,A,9/14/11 00:00,2004,12B,,71,70,62,97,82,94,73,91,71,,,,,91,A,,72,74,68,85,85,74,86,97,67,,,,,98,A,,,,,,,,,,,,,,,
183,Masho,12B10/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,89,84,94,86,88,84,90,83,92,,,,,92,A,,86,75,94,93,75,73,86,98,83,,,,,99,C,9/14/11 00:00,2004,12B,,83,73,79,95,92,96,83,89,85,,,,,97,A,,83,76,83,82,96,71,93,97,80,,,,,98,A,,,,,,,,,,,,,,,
184,Masho,12B9/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,77,74,80,86,74,65,86,74,76,,,,,89,A,,75,67,80,88,87,59,84,80,76,,,,,86,A,9/14/11 00:00,2004,12B,,74,61,70,91,83,81,80,80,72,,,,,96,A,,56,64,76,86,85,63,75,80,61,,,,,95,A,,,,,,,,,,,,,,,
185,Masho,12B8/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,74,67,90,81,86,67,88,66,76,,,,,88,A,,72,65,97,84,92,68,76,88,73,,,,,86,A,9/14/11 00:00,2004,12B,,74,62,81,87,78,95,68,88,64,,,,,94,A,,66,70,74,88,84,56,78,87,65,,,,,95,C,,,,,,,,,,,,,,,
186,Masho,12B7/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,85,83,84,89,84,71,95,79,85,,,,,89,A,,85,76,70,87,88,70,77,81,77,,,,,84,A,9/14/11 00:00,2004,12B,,78,73,75,93,81,81,81,92,70,,,,,96,A,,83,74,68,84,89,65,77,93,70,,,,,86,A,,,,,,,,,,,,,,,
188,Masho,12B3/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,36,71,80,80,72,45,84,70,71,,,,,90,A,,79,77,84,86,81,59,82,71,48,,,,,90,B,9/14/11 00:00,2004,12B,,76,60,61,80,70,78,78,83,50,,,,,96,A,,80,71,77,89,88,67,87,75,71,,,,,87,A,,,,,,,,,,,,,,,
187,Masho,12B2/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,70,63,82,81,83,81,74,77,81,,,,,81,A,,72,71,80,91,88,71,68,83,70,,,,,84,A,9/14/11 00:00,2004,12B,,73,62,73,83,82,89,64,86,75,,,,,98,A,,63,62,73,72,84,60,96,75,61,,,,,83,A,,,,,,,,,,,,,,,
203,Masho,12B59/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,88,79,92,96,94,81,90,83,90,,,,,89,A,,94,85,89,94,94,83,86,94,79,,,,,95,A,9/14/11 00:00,2004,12B,,77,74,70,92,82,83,87,77,77,,,,,99,A,,76,77,75,81,87,64,81,90,70,,,,,92,A,,,,,,,,,,,,,,,
190,Masho,12B4/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,61,56,60,57,68,60,77,58,65,,,,,77,A,,69,56,79,63,79,65,73,81,57,,,,,79,A,9/14/11 00:00,2004,12B,,53,60,55,63,64,72,64,88,70,,,,,76,A,,60,61,64,72,87,52,72,80,61,,,,,84,A,,,,,,,,,,,,,,,
225,Masho,12B44/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,58,62,46,74,54,51,52,56,66,,,,,78,A,,67,51,68,86,66,50,68,78,64,,,,,81,A,9/14/11 00:00,2004,12B,,56,57,51,52,59,66,54,81,60,,,,,83,A,,56,54,77,67,76,52,75,74,61,,,,,80,A,,,,,,,,,,,,,,,
192,Masho,12B55/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,82,78,87,94,83,78,88,82,80,,,,,91,A,,74,72,91,90,88,67,89,93,64,,,,,92,A,9/14/11 00:00,2004,12B,,81,76,83,94,79,96,86,97,82,,,,,97,A,,63,78,78,85,90,65,91,95,68,,,,,95,A,,,,,,,,,,,,,,,
193,Masho,12B54/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,76,78,83,82,86,58,75,76,71,,,,,76,A,,86,71,69,84,77,64,70,85,63,,,,,84,A,9/14/11 00:00,2004,12B,,71,68,56,87,75,82,69,90,72,,,,,89,A,,65,71,80,86,77,64,75,83,63,,,,,91,A,,,,,,,,,,,,,,,
194,Masho,12B5/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,70,71,92,82,76,74,79,65,82,,,,,86,A,,76,72,85,90,77,62,72,78,63,,,,,85,A,9/14/11 00:00,2004,12B,,73,69,75,82,79,93,62,88,69,,,,,95,A,,74,71,85,78,82,63,77,86,60,,,,,90,A,,,,,,,,,,,,,,,
196,Masho,12B52/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,85,68,86,81,79,76,83,65,91,,,,,88,A,,74,64,90,73,73,67,73,85,74,,,,,92,A,9/14/11 00:00,2004,12B,,76,64,69,81,77,83,75,91,80,,,,,93,A,,71,67,77,80,81,66,81,94,65,,,,,91,A,,,,,,,,,,,,,,,
195,Masho,12B24/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,85,84,92,93,84,77,86,70,93,,,,,89,A,,88,75,94,94,87,73,80,84,83,,,,,86,A,9/14/11 00:00,2004,12B,,77,68,75,90,77,93,81,93,83,,,,,95,A,,77,75,77,89,93,66,91,71,68,,,,,92,A,,,,,,,,,,,,,,,
197,Masho,12B25/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,65,65,82,80,82,69,73,64,84,,,,,80,A,,82,67,88,84,86,59,63,83,76,,,,,83,A,9/14/11 00:00,2004,12B,,71,55,70,74,68,83,59,89,74,,,,,97,A,,75,75,77,72,89,59,75,91,70,,,,,94,A,,,,,,,,,,,,,,,
198,Masho,12B26/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,66,61,48,73,58,60,77,62,56,,,,,79,A,,71,68,85,86,81,55,74,79,61,,,,,73,A,9/14/11 00:00,2004,12B,,66,62,57,81,63,77,62,84,69,,,,,98,A,,74,64,69,85,80,66,69,92,65,,,,,89,A,,,,,,,,,,,,,,,
199,Masho,12B51/2004,,2003,9/14/10 00:00,,11B,NATURAL SCIENCE,,73,62,64,73,63,52,76,59,73,,,,,84,A,,64,68,74,72,79,56,64,87,72,,,,,82,A,9/14/11 00:00,2004,12B,,76,60,51,84,71,77,69,90,79,,,,,95,A,,70,65,78,80,72,64,62,91,66,,,,,95,A,,,,,,,,,,,,,,,
